Summary
Total Documents with Terms,25
Total Documents without Terms,76

Document,Terms Found,Term Count
"Patel v. Warden, Fed. Corr. Facility, 2023 U.S. Dist. LEXIS 143073.DOCX",No terms found,0
"United States v. Cantu, 2023 U.S. App. LEXIS 17069.DOCX",No terms found,0
"United States v. Bailey, 2023 U.S. Dist. LEXIS 29251.DOCX",No terms found,0
"Braithwaite v. Bille, 2023 U.S. Dist. LEXIS 3176.DOCX",No terms found,0
"United States v. Herrera, 2023 U.S. Dist. LEXIS 101604.DOCX",No terms found,0
"Whipple v. Johnston, 2023 U.S. Dist. LEXIS 162467.DOCX",No terms found,0
"United States v. Salgado, 2023 U.S. App. LEXIS 2317.DOCX",No terms found,0
"United States v. Guerrero, 2023 U.S. Dist. LEXIS 54327.DOCX",No terms found,0
"United States v. Jimenez-Rodriguez, 2023 U.S. Dist. LEXIS 90001.DOCX",No terms found,0
"People v. Quickle, 2023 Cal. App. Unpub. LEXIS 4724.DOCX",No terms found,0
"United States v. Grier, 2023 U.S. Dist. LEXIS 82179.DOCX",No terms found,0
"United States v. Burroughs, 2023 U.S. Dist. LEXIS 162358.DOCX",No terms found,0
"United States v. Alvarez, 2023 U.S. Dist. LEXIS 101431.DOCX",No terms found,0
"Fraser v. Caribe, 2023 U.S. Dist. LEXIS 63069.DOCX",No terms found,0
"Smith v. Cooley, 2023 U.S. Dist. LEXIS 234264.DOCX",No terms found,0
"Est. of Fishbeck v. Islamic Republic of Iran, 2023 U.S. Dist. LEXIS 145658.DOCX",No terms found,0
"United States v. Pabon, 2023 U.S. Dist. LEXIS 126202.DOCX",No terms found,0
"United States v. Barbosa-Rodríguez, 680 F. Supp. 3d 121.DOCX",No terms found,0
"United States v. Sotis, 89 F.4th 862.DOCX",No terms found,0
"United States v. Lall, 2023 U.S. Dist. LEXIS 105378.DOCX",No terms found,0
"State v. Bailey, 2023 Neb. App. LEXIS 41.DOCX",No terms found,0
"United States v. Dartey, 2023 U.S. Dist. LEXIS 133674.DOCX",No terms found,0
"United States v. Canjura-Cabrera, 2023 U.S. Dist. LEXIS 54538.DOCX",No terms found,0
"United States v. Langford, 2023 U.S. App. LEXIS 1004.DOCX",No terms found,0
"United States v. Imad Aysheh, 2023 U.S. Dist. LEXIS 98079.DOCX",No terms found,0
"Freeman v. FNU Turner, 2023 U.S. Dist. LEXIS 140942.DOCX",No terms found,0
"United States v. Approximately 279,808 Aluminum Structures in the Shape of Pallets, 2023 U.S. Dist.DOCX",No terms found,0
"Curran v. Venango Cnty., 2023 U.S. Dist. LEXIS 197032.DOCX",No terms found,0
"Coates v. Ford Motor Co., 2023 U.S. Dist. LEXIS 137711.DOCX",No terms found,0
"State v. Torres-Mesa, 2023-Ohio-4397.DOCX",No terms found,0
"United States v. Dejesus, 2023 U.S. Dist. LEXIS 173412.DOCX",No terms found,0
"United States v. Gutierrez-Garcia, 2023 U.S. App. LEXIS 24353.DOCX",No terms found,0
"United States v. Aysheh, 2023 U.S. Dist. LEXIS 115712.DOCX",No terms found,0
"United States v. Nguyen, 2023 U.S. Dist. LEXIS 58500.DOCX",No terms found,0
"Rainey v. Atty. Cassity Ann Brewer, 2023 U.S. Dist. LEXIS 68130.DOCX",No terms found,0
"United States v. Ali, 2023 U.S. Dist. LEXIS 62293.DOCX",No terms found,0
"United States v. Gomez, 2023 U.S. Dist. LEXIS 138836.DOCX",No terms found,0
"United States v. $53,495.00 U.S. Currency, 2023 U.S. Dist. LEXIS 83981.DOCX",No terms found,0
"'Eliyah Yah 'Torah v. Emrich, 2023 U.S. Dist. LEXIS 56364.DOCX",No terms found,0
"Castro v. Wallace, 2023 U.S. App. LEXIS 11134.DOCX",No terms found,0
"United States v. Onate, 2023 U.S. Dist. LEXIS 219477.DOCX",No terms found,0
"Thomas v. Culclager, 2023 U.S. Dist. LEXIS 41882.DOCX",No terms found,0
"In re Banks, 97 Cal. App. 5th 463.DOCX",No terms found,0
"Marcus v. Anthony J. Annucci-Acting Comm'r of Doccs, 2023 U.S. Dist. LEXIS 219888.DOCX",No terms found,0
"In re K.W., 2023 Tex. App. LEXIS 9167.DOCX",No terms found,0
"Smith v. Cooley, 2023 U.S. Dist. LEXIS 47364.DOCX",No terms found,0
"Gomez v. State, 2023 Tex. App. LEXIS 1806.DOCX",No terms found,0
"Crane v. Childress, 2023 U.S. Dist. LEXIS 79850.DOCX",No terms found,0
"Wess v. Houston, 2023 U.S. Dist. LEXIS 35071.DOCX",No terms found,0
"Commonwealth v. Bookman, 492 Mass. 396.DOCX",No terms found,0
"Ohome v. United States, 2023 U.S. Dist. LEXIS 168891.DOCX",No terms found,0
"Estate of Holliman v. Turner, 2023 U.S. Dist. LEXIS 155179.DOCX",No terms found,0
"County of Santa Cruz v. Santa Cruz County Civ. Serv. Comm'n, 2023 Cal. App. Unpub. LEXIS 2654.DOCX",No terms found,0
"Miles v. Wills, 2023 U.S. Dist. LEXIS 223085.DOCX",No terms found,0
"Smith v. Cnty. of Washoe, 2023 U.S. Dist. LEXIS 177533.DOCX",No terms found,0
"Amaker v. Lieberman, 2023 U.S. Dist. LEXIS 57141.DOCX",No terms found,0
"United States v. Belton, 2023 U.S. Dist. LEXIS 10883.DOCX",No terms found,0
"United States v. Matheny, 2023 U.S. App. LEXIS 33992.DOCX",No terms found,0
"Turner v. Advantage GPS, 2023 U.S. Dist. LEXIS 195231.DOCX",No terms found,0
"United States v. Bojorquez, 2023 U.S. Dist. LEXIS 176755.DOCX",No terms found,0
"United States v. Briscoe, 2023 U.S. Dist. LEXIS 181188.DOCX",No terms found,0
"United States v. Rodriguez-Diaz, 2023 U.S. Dist. LEXIS 33238.DOCX",No terms found,0
"Briones v. Guerra, 2023 U.S. Dist. LEXIS 175932.DOCX",No terms found,0
"State v. Schell, 994 N.W.2d 326.DOCX",No terms found,0
"United States v. Rentas, 2023 U.S. App. LEXIS 15610.DOCX",No terms found,0
"In re Termination of Parental Rts. as to F.S., 2023 Ariz. App. Unpub. LEXIS 1017.DOCX",No terms found,0
"United States v. Salazar, 61 F.4th 723.DOCX",No terms found,0
"United States v. Garcia, 2023 U.S. Dist. LEXIS 28884.DOCX",No terms found,0
"United States v. Escalona, 2023 U.S. Dist. LEXIS 72110.DOCX",No terms found,0
"Briones v. Guerra, 2023 U.S. Dist. LEXIS 175929.DOCX",No terms found,0
"United States v. Peterson, 2023 U.S. Dist. LEXIS 125755.DOCX",No terms found,0
"United States v. Lerma, 2023 U.S. App. LEXIS 23567.DOCX",No terms found,0
"Carbajal v. United States, 2023 U.S. Dist. LEXIS 241557.DOCX",No terms found,0
"United States v. Audain, 2023 U.S. App. LEXIS 20484.DOCX",No terms found,0
"United States v. Dobbs, 2023 U.S. Dist. LEXIS 52882.DOCX",No terms found,0
