Summary
Total Documents with Terms,32
Total Documents without Terms,69

Document,Terms Found,Term Count
"United States v. Casasola-Seguero, 2023 U.S. Dist. LEXIS 9292.DOCX","alien smuggling, alien",2
"United States v. Kia Forte 2022, 2023 U.S. Dist. LEXIS 56785.DOCX",alien,1
"United States v. Quintana, 2023 U.S. Dist. LEXIS 29445.DOCX",No terms found,0
"Commonwealth v. Rush, 2023 Pa. Super. Unpub. LEXIS 27.DOCX",No terms found,0
"People v. Flores, 2023 Cal. App. Unpub. LEXIS 3294.DOCX",No terms found,0
"United States v. Palacios-Bonilla, 2023 U.S. Dist. LEXIS 43753.DOCX",No terms found,0
"Smith v. Acting Inspector Goostrey, 2023 U.S. App. LEXIS 20179.DOCX",No terms found,0
"Est. of Forrest v. Multnomah Cnty., 2023 U.S. Dist. LEXIS 203549.DOCX",No terms found,0
"United States v. Sherwood, 2023 U.S. Dist. LEXIS 200046.DOCX",No terms found,0
"McFadden v. S.C. Dep't of Corr., 2023 U.S. Dist. LEXIS 200899.DOCX",No terms found,0
"United States v. Fernandez, 2023 U.S. Dist. LEXIS 148672.DOCX",No terms found,0
"United States v. De La Cruz Vela, 2023 U.S. App. LEXIS 23778.DOCX",No terms found,0
"United States v. Pierson, 73 F.4th 582.DOCX",No terms found,0
"United States v. Miske, 2023 U.S. Dist. LEXIS 203980.DOCX",No terms found,0
"Araujo v. United States, 2023 U.S. Dist. LEXIS 47895.DOCX",No terms found,0
"Mondragon v. Zenk, 2023 U.S. Dist. LEXIS 4171.DOCX",No terms found,0
"United States v. Duroseau, 2023 U.S. App. LEXIS 7427.DOCX",No terms found,0
"United States v. Tenorio, 2023 U.S. Dist. LEXIS 228175.DOCX",No terms found,0
"Wolter v. Lovett, 2023 U.S. App. LEXIS 1083.DOCX",No terms found,0
"United States v. Lynn, 2023 U.S. Dist. LEXIS 239538.DOCX",No terms found,0
"United States v. Baxter, 2023 U.S. Dist. LEXIS 93141.DOCX",No terms found,0
"People v. Commandor, 2023 Cal. App. Unpub. LEXIS 549.DOCX",No terms found,0
"United States v. Whittington, 2023 U.S. Dist. LEXIS 153732.DOCX",No terms found,0
"United States v. Gunn, 2023 U.S. App. LEXIS 8192.DOCX",No terms found,0
"Est. of Zakora v. Chrisman, 2023 U.S. Dist. LEXIS 233779.DOCX",No terms found,0
"Maxwell v. Almanza, 2023 U.S. App. LEXIS 25165.DOCX",No terms found,0
"United States v. Lopez, 2023 U.S. Dist. LEXIS 164949.DOCX",No terms found,0
"West v. Cortez, 2023 U.S. Dist. LEXIS 227661.DOCX",No terms found,0
"Matter of Legette v. Rodriguez, 213 A.D.3d 1066.DOCX",No terms found,0
"Gregory v. R.J. Reynolds Tobacco Co., Inc., 2023 U.S. Dist. LEXIS 168359.DOCX",No terms found,0
"United States v. Aysheh, 2023 U.S. Dist. LEXIS 97122.DOCX",No terms found,0
"Cain v. Moran, 2023 U.S. Dist. LEXIS 219732.DOCX",No terms found,0
"United States v. Leon, 2023 U.S. Dist. LEXIS 183915.DOCX",No terms found,0
"Smith v. Smith, 2023 U.S. Dist. LEXIS 56576.DOCX",No terms found,0
"In re Blacha, 2023 U.S. Dist. LEXIS 103332.DOCX",No terms found,0
"United States v. McKenzie, 2023 U.S. Dist. LEXIS 25484.DOCX",No terms found,0
"Gregorio-Lopez v. Garland, 2023 U.S. App. LEXIS 8544.DOCX",No terms found,0
"United States v. Otero-Guevara, 2023 U.S. Dist. LEXIS 128756.DOCX",No terms found,0
"Farmer v. State, 226 N.E.3d 254.DOCX",No terms found,0
"Cauthen v. Blackmon, 2023 U.S. Dist. LEXIS 59353.DOCX",No terms found,0
"State v. Washington, 2023-Ohio-4735.DOCX",No terms found,0
"United States v. Golon-Valenzuela, 2023 U.S. App. LEXIS 30767.DOCX",No terms found,0
"United States v. Rincones-Odreman, 2023 U.S. Dist. LEXIS 81153.DOCX",No terms found,0
"People v. Morris, 2023 Mich. App. LEXIS 9119.DOCX",No terms found,0
"Meeks v. Riccimstrict, 2023 U.S. Dist. LEXIS 52765.DOCX",No terms found,0
"Cain v. Moran, 2023 U.S. Dist. LEXIS 220962.DOCX",No terms found,0
"United States v. Haitao Xiang, 67 F.4th 895.DOCX",No terms found,0
"United States v. $15,768,787.86 in Funds, 2023 U.S. Dist. LEXIS 16495.DOCX",No terms found,0
"State v. Barrios, 2023 Ida. App. Unpub. LEXIS 154.DOCX",No terms found,0
"Cain v. Unknown Parties #1, 2023 U.S. Dist. LEXIS 430.DOCX",No terms found,0
"United States v. Alaniz, 69 F.4th 1124.DOCX",No terms found,0
"United States v. Castillo, 70 F.4th 894.DOCX",No terms found,0
"United States v. Love, 2023 U.S. Dist. LEXIS 150945.DOCX",No terms found,0
"Macon-Bibb Cnty. v. Green Meadows Hous. Partners, LP, 2023 Ga. Super. LEXIS 3250.DOCX",No terms found,0
"United States v. Fergile, 2023 U.S. App. LEXIS 11589.DOCX",No terms found,0
"In re Blacha, 2023 U.S. Dist. LEXIS 72269.DOCX",No terms found,0
"McGinnis v. Cnty. of Sonoma, 2023 U.S. Dist. LEXIS 55495.DOCX",No terms found,0
"Wade v. Braman, 2023 U.S. Dist. LEXIS 110762.DOCX",No terms found,0
"McCluskey v. Hendricks, 2023 Cal. App. Unpub. LEXIS 3710.DOCX",No terms found,0
"Hurtado-Candelo v. United States, 2023 U.S. Dist. LEXIS 51872.DOCX",No terms found,0
"United States v. Ta Wu, 2023 U.S. Dist. LEXIS 81497.DOCX",No terms found,0
"United States v. Shackelford, 2023 U.S. Dist. LEXIS 240108.DOCX",No terms found,0
"Corbin v. Bucks Cnty., 703 F. Supp. 3d 527.DOCX",No terms found,0
"Cain v. Unknown Parties #1, 2023 U.S. Dist. LEXIS 45751.DOCX",No terms found,0
"Montanez v. Salinas, 2023 U.S. Dist. LEXIS 226660.DOCX",No terms found,0
"In re Tautvydas, 2023 U.S. Dist. LEXIS 114612.DOCX",No terms found,0
"United States v. Mills, 2023 U.S. Dist. LEXIS 99341.DOCX",No terms found,0
"United States v. Ramirez, 2023 U.S. App. LEXIS 11888.DOCX",No terms found,0
"United States v. Eldarir, 681 F. Supp. 3d 43.DOCX",No terms found,0
"Nance v. Seabolt, 2023 U.S. Dist. LEXIS 34938.DOCX",No terms found,0
"Rivera-Ramirez v. Garland, 2023 U.S. App. LEXIS 13247.DOCX",No terms found,0
