Summary
Total Documents with Terms,14
Total Documents without Terms,87

Document,Terms Found,Term Count
"Fuentes v. Empire Nissan, Inc., 90 Cal. App. 5th 919.DOCX",No terms found,0
"Phillips v. Chang, 257 Md. App. 473.DOCX",No terms found,0
"Vaughn v. Duran, 2023 U.S. Dist. LEXIS 223732.DOCX",No terms found,0
"Lee v. Islamic Republic of Iran, 656 F. Supp. 3d 11.DOCX",No terms found,0
"People v. Perez, 2023 Cal. App. Unpub. LEXIS 706.DOCX",No terms found,0
"MJB Motels LLC v. Cnty. of Jefferson Bd. of Equalization, 2023 CO 26.DOCX",No terms found,0
"Schmees v. HC1.COM, Inc., 77 F.4th 483.DOCX",No terms found,0
"McDuffy v. English, 2023 U.S. Dist. LEXIS 124119.DOCX",No terms found,0
"Muniz v. Stober, 2023 U.S. Dist. LEXIS 187763.DOCX",No terms found,0
"Middleton v. Gutierrez, 2023 U.S. Dist. LEXIS 45173.DOCX",No terms found,0
"People v. Ramos, 2023 Cal. App. Unpub. LEXIS 7413.DOCX",No terms found,0
"In re Conte, 2023 U.S. Dist. LEXIS 168777.DOCX",No terms found,0
"United States v. Oppel, 2023 U.S. Dist. LEXIS 218322.DOCX",No terms found,0
"J.F. v. Carnival Corp., 710 F. Supp. 3d 1176.DOCX",No terms found,0
"Morgan Banks v. Hoffman, 301 A.3d 685.DOCX",No terms found,0
"United States v. Freeman, 2023 U.S. App. LEXIS 33518.DOCX",No terms found,0
"Delaney v. Howard, 2023 U.S. Dist. LEXIS 194824.DOCX",No terms found,0
"State v. Neal, 2023-Ohio-4414.DOCX",No terms found,0
"Gracia v. Nanos, 2023 U.S. Dist. LEXIS 94018.DOCX",No terms found,0
"United States v. Bello, 2023 U.S. Dist. LEXIS 76472.DOCX",No terms found,0
"Williams v. City of New York, 2023 U.S. Dist. LEXIS 64518.DOCX",No terms found,0
"United States v. Arnold, 2023 U.S. Dist. LEXIS 185678.DOCX",No terms found,0
"People v. Toschi, 2023 Cal. App. Unpub. LEXIS 793.DOCX",No terms found,0
"Burke v. Gutierrez, 2023 U.S. Dist. LEXIS 111526.DOCX",No terms found,0
"Boughton v. Geo Grp. Inc., 2023 U.S. Dist. LEXIS 116687.DOCX",No terms found,0
"M.M. v. Islamic Republic of Iran, 708 F. Supp. 3d 22.DOCX",No terms found,0
"McNeil v. Gittere, 2023 U.S. Dist. LEXIS 90668.DOCX",No terms found,0
"Fisher v. United States, 2023 U.S. Dist. LEXIS 50560.DOCX",No terms found,0
"Off. of Chief Disciplinary Counsel of Hartford v. Mathers, 2023 Conn. Super. LEXIS 417.DOCX",No terms found,0
"Commonwealth v. Smith, 2023 Pa. Super. Unpub. LEXIS 1186.DOCX",No terms found,0
"United States v. Chavez-Torres, 2023 U.S. Dist. LEXIS 129123.DOCX",No terms found,0
"Google LLC v. Sonos, Inc., 2023 U.S. Dist. LEXIS 6019.DOCX",No terms found,0
"United States v. Rodriguez, 2023 U.S. Dist. LEXIS 23466.DOCX",No terms found,0
"United States v. Hurbace, 2023 U.S. Dist. LEXIS 115927.DOCX",No terms found,0
"Tyler v. Ind. Dep't of Corr., 2023 U.S. Dist. LEXIS 220708.DOCX",No terms found,0
"Branford v. United States, 2023 U.S. Dist. LEXIS 90046.DOCX",No terms found,0
"United States v. Forsythe, 2023 U.S. App. LEXIS 6691.DOCX",No terms found,0
"Loredo-Cortez v. Dix, 2023 U.S. Dist. LEXIS 93900.DOCX",No terms found,0
"Pevia v. Moyer, 2023 U.S. Dist. LEXIS 31956.DOCX",No terms found,0
"Jeter v. Cleveland, 2023 U.S. Dist. LEXIS 208204.DOCX",No terms found,0
"In re Libyan Asset Recovery, 2023 U.S. Dist. LEXIS 206667.DOCX",No terms found,0
"United States v. Esformes, 60 F.4th 621.DOCX",No terms found,0
"United States v. Crews, 2023 U.S. Dist. LEXIS 115283.DOCX",No terms found,0
"All v. Islamic Republic of Iran, 2023 U.S. Dist. LEXIS 135097.DOCX",No terms found,0
"United States v. Parris, 2023 U.S. App. LEXIS 33566.DOCX",No terms found,0
"State v. Jones, 2023 N.J. Super. Unpub. LEXIS 415.DOCX",No terms found,0
"United States v. Gonzalez-Gonzalez, 2023 U.S. App. LEXIS 4985.DOCX",No terms found,0
"Amaya v. United States, 71 F.4th 487.DOCX",No terms found,0
"Reyes v. Matteson, 2023 U.S. Dist. LEXIS 221940.DOCX",No terms found,0
"United States v. Moore, 2023 U.S. Dist. LEXIS 16560.DOCX",No terms found,0
"Holcomb v. Commonwealth, 2023 Va. App. LEXIS 400.DOCX",No terms found,0
"United States v. Robinson, 2023 U.S. App. LEXIS 3937.DOCX",No terms found,0
"Esteban v. Garland, 76 F.4th 27.DOCX",No terms found,0
"United States v. Hurbace, 2023 U.S. Dist. LEXIS 208158.DOCX",No terms found,0
"Cooper v. Clancy, 2023 U.S. Dist. LEXIS 197522.DOCX",No terms found,0
"Njie v. Steele, 2023 U.S. App. LEXIS 362.DOCX",No terms found,0
"United States v. Hunter, 2023 U.S. App. LEXIS 25049.DOCX",No terms found,0
"United States Plaintiff v. Beauchamp, 2023 U.S. Dist. LEXIS 11119.DOCX",No terms found,0
"Haigler v. Fischer, 2023 U.S. Dist. LEXIS 76688.DOCX",No terms found,0
"Yan Jin v. Garland, 2023 U.S. App. LEXIS 17144.DOCX",No terms found,0
"Hubbert v. United States, 2023 U.S. Dist. LEXIS 37203.DOCX",No terms found,0
"United States v. Padilla, 2023 U.S. Dist. LEXIS 215458.DOCX",No terms found,0
"United States v. Marcial, 2023 U.S. App. LEXIS 436.DOCX",No terms found,0
"United States v. Daniells, 79 F.4th 57.DOCX",No terms found,0
"Lopez v. CoreCivic, 2023 U.S. Dist. LEXIS 58296.DOCX",No terms found,0
"Abarca v. Garland, 2023 U.S. App. LEXIS 738.DOCX",No terms found,0
"Johnson v. Briarly, 2023 U.S. Dist. LEXIS 127973.DOCX",No terms found,0
"United States v. Whitfield, 2023 U.S. Dist. LEXIS 170492.DOCX",No terms found,0
"Morales v. United States, 2023 U.S. Dist. LEXIS 29837.DOCX",No terms found,0
"Mercado-Rosario v. Loretto, 2023 U.S. Dist. LEXIS 243800.DOCX",No terms found,0
"Wolfe v. State, 2023 Tex. App. LEXIS 4875.DOCX",No terms found,0
"Johnson v. Owens, 2023 U.S. Dist. LEXIS 145906.DOCX",No terms found,0
"Sung Jin Su v. World Kuk Sool Ass'n, 2023 U.S. Dist. LEXIS 148387.DOCX",No terms found,0
"Belyew v. Honea, 2023 U.S. Dist. LEXIS 162392.DOCX",No terms found,0
"Carter v. Wotjecka, 2023 U.S. Dist. LEXIS 4771.DOCX",No terms found,0
"United States v. Wathen, 2023 U.S. App. LEXIS 28597.DOCX",No terms found,0
"Barrido v. Wawanesa Gen. Ins. Co., 2023 Cal. Super. LEXIS 69209.DOCX",No terms found,0
"United States v. Osorio, 2023 U.S. Dist. LEXIS 66505.DOCX",No terms found,0
